timestamp,rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll
1.18E+12,1.405019,-1.958398806,-2.378529112,8.862276853,0.042455133,-0.03726278,0.15607607,100.73963,11.101671,-14.84701
1.18E+12,1.410004,-2.026430727,-2.319531517,8.852803702,0.064751714,-0.041233405,0.15332718,100.76751,11.1258,-14.821114
1.18E+12,1.414999,-2.083248939,-2.243773934,8.843334313,0.07574729,-0.04520403,0.15057829,100.79565,11.14561,-14.796139
1.18E+12,1.4201,-2.129796296,-2.186481367,8.879465658,0.09132435,-0.043982297,0.14172074,100.81703,11.151176,-14.77498
1.18E+12,1.424976,-2.166743365,-2.144915914,8.944122933,0.093767814,-0.043066,0.13316862,100.83869,11.157548,-14.753188
1.18E+12,1.429998,-2.206124811,-2.070184268,8.98144901,0.0852157,-0.048258353,0.12461651,100.848495,11.149024,-14.738163
1.18E+12,1.435036,-2.246681359,-1.969985762,8.995763118,0.08674286,-0.05100725,0.118202426,100.860176,11.137971,-14.724148
1.18E+12,1.439993,-2.286585846,-1.871398228,9.009847086,0.08552113,-0.035124753,0.10476339,100.87016,11.119644,-14.721522
1.18E+12,1.445011,-2.326981391,-1.771597493,9.02410437,0.08399397,-0.024740042,0.09468412,100.88036,11.101863,-14.716636
1.18E+12,1.449988,-2.340297779,-1.704561241,9.040560923,0.082161374,-0.020158553,0.07971791,100.89623,11.086503,-14.713623
1.18E+12,1.455027,-2.32851724,-1.666863729,9.059409568,0.0693332,-0.017715093,0.070249505,100.91365,11.075557,-14.712631
1.18E+12,1.460008,-2.316872299,-1.629600125,9.078041261,0.058337633,-0.013439035,0.060170226,100.89891,11.029079,-14.726938
1.18E+12,1.464992,-2.305220343,-1.592314076,9.096684176,0.06261369,0.001832596,0.06505715,100.88324,10.982744,-14.744866
1.18E+12,1.469942,-2.290886375,-1.578143445,9.11320328,0.043982297,0.000916298,0.06352998,100.86959,10.949395,-14.757106
1.18E+12,1.475015,-2.272182629,-1.59684724,9.127230931,0.024740042,0.005497787,0.06383542,100.85509,10.915581,-14.774994
1.18E+12,1.479919,-2.264948723,-1.618548195,9.13788048,0.011301007,0.007330383,0.057726767,100.83309,10.87104,-14.795493
1.18E+12,1.485027,-2.280023645,-1.648698198,9.142905577,0.006719518,0.006108652,0.064751714,100.807236,10.829415,-14.816421
1.18E+12,1.489904,-2.289749505,-1.658329148,9.138707599,0.014966198,0.016798794,0.06169739,100.79014,10.793389,-14.83678
1.18E+12,1.495014,-2.292171072,-1.636535019,9.119335164,0.014049901,0.02443461,0.06078109,100.770134,10.761252,-14.855822
1.18E+12,1.499913,-2.294492648,-1.615640805,9.100762648,0.014660766,0.023823744,0.06169739,100.75458,10.732108,-14.874824
1.18E+12,1.504981,-2.296894312,-1.594025806,9.081549438,0.016187929,0.029321533,0.052534413,100.74297,10.704472,-14.896327
1.18E+12,1.509934,-2.300008996,-1.572295602,9.075537952,0.01038471,0.029626964,0.06078109,100.72827,10.676566,-14.919157
1.18E+12,1.514947,-2.304641233,-1.549134371,9.094066801,0.013133603,0.039095376,0.047036625,100.72337,10.648947,-14.943556
1.18E+12,1.519988,-2.312953775,-1.522402128,9.106307115,0.014966198,0.040011674,0.046120327,100.70547,10.6156435,-14.968261
1.18E+12,1.524976,-2.330629798,-1.487050358,9.101888052,0.006414085,0.04153884,0.043982297,100.69238,10.586376,-14.99406
1.18E+12,1.529979,-2.350080812,-1.455161463,9.099847511,0.000305433,0.032070424,0.039095376,100.67982,10.547651,-15.01126
1.18E+12,1.534969,-2.382680521,-1.450716062,9.116147404,-0.00580322,0.032986723,0.027183503,100.670425,10.512973,-15.030597
1.18E+12,1.539973,-2.415371692,-1.446258188,9.132493028,-0.008857546,0.015882496,0.022602014,100.65194,10.472844,-15.044629
1.18E+12,1.544971,-2.448023665,-1.44180566,9.148819053,-0.010690142,-0.001832596,0.01985312,100.63632,10.435813,-15.057564
1.18E+12,1.549948,-2.480538444,-1.43737184,9.165076481,-0.018325957,-0.01038471,0.007635816,100.624275,10.403225,-15.067063
1.18E+12,1.554979,-2.513406006,-1.432889913,9.181510301,-0.004886922,-0.020158553,0.006414085,100.60875,10.365588,-15.071422
1.18E+12,1.560023,-2.546358497,-1.428396405,9.197986586,0.001221731,-0.022602014,0.008552114,100.601456,10.329333,-15.074978
1.18E+12,1.564999,-2.5634698,-1.446331565,9.200079716,0.004886922,-0.029932396,0.006414085,100.59482,10.291536,-15.07406
1.18E+12,1.570058,-2.573240807,-1.475644228,9.195194162,0.019242255,-0.046120327,-0.003665192,100.58914,10.250636,-15.069623
